the_geom,cartodb_id,tract_10,sba_name,sba_id,ccd_name,ccd_id,cd_name,cd_id,boro_name,boro_id,city_name,city_id,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address,bbl,comm_area
,1011806,36005003900,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,,729000,"HP ST. ANN'S AVENUE HOUSING DEVELOPMENT  FUND COMPANY, INC.",9,1931,1,225 St Anns Avenue,2022660022,
,1011807,36005002500,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,462600,URBAN RENAISSANCE COLLABORATION LTD,10,1931,1,437 East 135 Street,2022800062,
,1011808,36005002500,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,2301750,NYC HOUSING AUTHORITY,94,1931,4,431 East 136 Street,2022810060,
,1011809,36005004300,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,868500,BROOK WILLIS LLC,39,1905,2,444 East 147 Street,2022910027,
,1011810,36005002500,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,649800,PLAZA BORINQUEN 88 HOUSING DEVELOPMENT F UND COMPA,24,1974,10,405 East 137 Street,2022820075,
,1011811,36005003900,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,,203400,"WILLIS AVE. HOUSING,L.P.",10,1931,1,306 Willis Avenue,2022850003,
,1011812,36005004100,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,,2533500,NYC HOUSING DEVELOPMENT CORP.,96,1973,4,489 East 142 Street,2022870046,
,1011813,36005004100,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,,1631250,ACMH E. 144TH ST. HOUSING DEV. FUND CORP ORATION,60,2013,1,462 East 144 Street,2022880036,
,1011814,36005004300,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,508140,URBAN RENAISSANCE COLLABORATION L P,9,1931,1,418 East 148 Street,2022920022,
,1011815,36005004300,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,623700,452 REALTY LLC,34,1888,1,452 East 148 Street,2022920035,
,1011816,36005004300,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,1291050,"BROOK AVENUE GARDENSASSOCIATES, L.P.",79,1887,2,454 East 148 Street,2022920037,
,1011817,36005001900,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,,2560950,70 BRUCKNER HOUSING DEVELOPMENT FUND CO.  INC.,60,2010,1,70 Bruckner Boulevard,2022950067,
,1011818,36005001900,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,17069850,BRUCKNER BY THE BRIDGE CONDO,419,2009,1,85 Willis Avenue,2022957501,
,1011819,36005003900,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,,3365550,UNAVAILABLE OWNER,145,1965,1,271 East 138 Street,2023140010,
,1011820,36005006500,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,622800,331 E.146TH ST HSNGDEVE,40,1915,1,480 College Avenue,2023290053,
,1011821,36005005100,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,12641400,UNAVAILABLE OWNER,201,2014,1,250 East 144 Street,2023347501,
,1011822,36005007100,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,,6191100,NYCHA TRIBOROUGH PRESERVATION HDFC,208,1978,1,510 East 156 Street,2023590210,
,1011823,36005004300,Mott Haven/Hunts Point,3710,City Council District 8,8,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,,9654300,VIA VERDE CONDOMINIUM,222,2010,1,700 Brook Avenue,2023597501,
,1011824,36005007100,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,2767950,CS MELROSE SITE B LLC,107,2009,1,495 East 158 Street,2023640045,
,1011825,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,535680,MCGEE PLAZA HOUSING DEVELOPMENT FUND COR PORATION,10,1925,1,877 Brook Avenue,2023650025,
,1011826,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,4293000,UNAVAILABLE OWNER,80,2009,1,505 East 161 Street,2023667501,
,1011827,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,4097914,"THE DOE FUND, INC",170,2008,1,508 East 163 Street,2023677501,
,1011828,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,5192550,UNAVAILABLE OWNER,131,2008,1,3213 3 Avenue,2023677502,
,1011829,36005018500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,3110400,UNAVAILABLE OWNER,105,2003,1,488 East 164 Street,2023687501,
,1011830,36005018500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,5390100,"HPDC2 HOUSING DEVELOPMENT FUND COMPANY,  INC.",65,2014,1,1016 Washington Avenue,2023690012,
,1011831,36005018500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,5022000,BX THIRD AVEUNE ASSOCIATES LLC,128,2007,1,500 East 165 Street,2023697502,
,1011832,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,765000,"HPDC2 HOUSING DEVELOPMENT FUND COMPANY,  INC.",42,2006,1,501 East 165 Street,2023700049,
,1011833,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,,634500,"CITICORP USA, INC.",51,2006,1,1138 Washington Avenue,2023710017,
,1011834,36005014500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,3528900,"3463 THIRD AVENUE REALTY, LLC",114,2005,1,3463 3 Avenue,2023720041,
,1011835,36005014500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,2436750,"SENIOR LIVING OPTIONS, INC.",100,2003,1,1240 Washington Avenue,2023730006,
,1011836,36005006700,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,544320,MELROSE  PARK HOUSING DEVELOPMENT FUND C ORPORATION,10,1920,1,415 East 151 Street,2023740060,
,1011837,36005006700,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,295650,CAULDWELL AVENUE ASS,21,1912,1,415 East 154 Street,2023760032,
,1011838,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,3635550,PALACIO ASSOCIATES LLC,124,2004,1,760 Melrose Avenue,2023780001,
,1011839,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,1283850,156TH ST ASSOCIATES LLC,63,2008,1,429 East 156 Street,2023780034,
,1011840,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,2282400,UNAVAILABLE OWNER,58,2007,1,3055 3 Avenue,2023787501,
,1011841,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,3408300,SENIOR LIVING OPTIONS INC,165,2004,2,404 East 158 Street,2023790007,
,1011842,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,1060650,LA PUERTA DE VITALIDAD HOUSING DEVELOPME NT FUND CO,61,2000,1,3103 3 Avenue,2023800051,
,1011843,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,3108150,PARKVIEW COMMONS CONDO,110,2005,1,871 Elton Avenue,2023827501,
,1011844,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,3489750,ELTON PARKVIEW II ASSOCS LLC,88,2006,1,406 East 161 Street,2023827502,
,1011845,36005018500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,2580750,LMKW WASHINGTON ASSOCIATES LLC,136,2004,1,1011 Washington Avenue,2023860144,
,1011846,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,2606850,1085 WASHINGTON PARTINSHIP LP,90,2007,1,1085 Washington Avenue,2023870032,
,1011847,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,434700,MORRISANIA HOUSING DEVELOPMENT FUND CORP ORATION,5,1931,1,3414 Park Avenue,2023880010,
,1011848,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,432540,MORRISANIA HOUSING DEVELOPMENT FUND CORP ORATION,5,1931,1,3416 Park Avenue,2023880011,
,1011849,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,2022750,4-12 GOUVERNEUR PLACE HOUSING DEVELOPMEN T FUND COR,68,2015,1,4 Gouverneur Place,2023880016,
,1011850,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,97200,MORRISANIA HOUSING DEVELOPMENT FUND CORP ORATION,14,1910,1,3428 Park Avenue,2023880029,
,1011851,36005018500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,97200,MORRISANIA HOUSING DEVELOPMENT FUND CORP ORATION,14,1910,1,3430 Park Avenue,2023880030,
,1011852,36005006700,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,1021050,152 MELROSE ASSOCIATES,76,1920,2,398 East 152 Street,2023980022,
,1019941,36081006900,Astoria,4101,City Council District 22,22,QN 01 - Astoria,401,Queens,4,New York City,1,,,461700,2668 30TH STREET LLC,8,2006,1,26-68 30 Street,4005970127,
,1011853,36005006700,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,235350,PROMESA APARTMENTS LP,25,1914,1,366 East 154 Street,2024000010,
,1011854,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,412650,PROMESA APARTMENTS LP,12,1929,1,1254 Morris Avenue,2024390036,
,1011855,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,5315400,"EL JARDIN DE SELINE HDFC, INC.",84,2008,1,390 East 158 Street,2024047501,
,1011856,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,,2896650,"COURTLANDT CORNERS I, L.P.",76,2010,1,870 Courtlandt Avenue,2024077501,
,1011857,36005014300,Highbridge/South Concourse,3708,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,8910000,COURTLANDT CRESCENT HDFC,217,2012,1,383 East 162 Street,2024080052,
,1011858,36005006900,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,1,3360600,SENIOR LIVING OPTIONS INC,167,2005,2,303 East 158 Street,2024180033,
,1011859,36005014100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,7632450,UNAVAILABLE OWNER,152,2015,1,3160 Park Avenue,2024197501,
,1011860,36005017300,Highbridge/South Concourse,3708,City Council District 17,17,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,295650,"5 TELLERS HOUSING DEVELOPMENT FUND COMPA NY, INC.",21,1931,1,300 East 162 Street,2024210022,
,1011861,36005017300,Highbridge/South Concourse,3708,City Council District 17,17,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,518850,"TELLER AVENUE ASSOCIATES, L.P.",8,1920,1,290 East 163 Street,2024220016,
,1011862,36005014300,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,190800,DREAMYARD NEP HOUSING DEVELOPMENT FUND C ORPORATION,11,1910,1,380 East 166 Street,2024250016,
,1011863,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,1,146250,CLAY CLUSTER L.P.,13,1929,1,1186 Clay Avenue,2024260055,
,1011864,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,182700,CLAY CLUSTER L.P.,11,1929,1,1198 Clay Avenue,2024260058,
,1011865,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,1,257400,DREAMYARD NEP HOUSING DEVELOPMENT FUND C ORPORATION,14,1923,1,391 East 168 Street,2024270001,
,1011866,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,1,361350,"BEULAH XV PORTFOLIO HDFC, INC.",12,1909,1,1268 Clay Avenue,2024270018,
,1011867,36005015100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,682200,"BEULAH XV PORTFOLIO HDFC, INC.",55,1905,3,1214 Boston Road,2026630001,
,1011868,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,1,898200,DREAMYARD NEP HOUSING DEVELOPMENT FUND C ORPORATION,60,1931,1,1109 Clay Avenue,2024290034,
,1011869,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,143100,CLAY CLUSTER L.P.,12,1913,1,1175 Clay Avenue,2024300041,
,1011870,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,1,,446850,"BECK STREET CLUSTER, L.P.",8,1931,1,1052 Findlay Avenue,2024330045,
,1011871,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,204750,DREAMYARD NEP HOUSING DEVELOPMENT FUND C ORPORATION,15,1928,1,320 East 166 Street,2024330057,
,1011872,36005006500,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,1,1,7768350,"MARIA LOPEZ HOUSING DEVELOPMENT FUND COM PANY, INC.",216,1983,1,2950 Park Avenue,2024410001,
,1011873,36005006500,Mott Haven/Hunts Point,3710,City Council District 17,17,BX 01 - Mott Haven/Melrose,201,Bronx,2,New York City,1,,,6993900,MORRIS AVENUE HOUSING DEVELOPMENT FUND C OMPANY INC,176,2015,2,655 Morris Avenue,2024410200,
,1011874,36005021501,University Heights/Fordham,3707,City Council District 14,14,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,1,981450,UNIMAC DEVELOPER LP,31,1917,1,1615 University Avenue,2028780015,
,1011875,36005021501,University Heights/Fordham,3707,City Council District 14,14,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,1,637650,UNIMAC DEVELOPER LP,21,1917,1,1611 University Avenue,2028780017,
,1011876,36005021501,University Heights/Fordham,3707,City Council District 14,14,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,,755100,"UNIMAC DEVELOPER, L.P.",30,2005,1,1605 University Avenue,2028780019,
,1011877,36005021501,University Heights/Fordham,3707,City Council District 14,14,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,1,1,1508850,UNIMAC DEVELOPER LP,80,1924,1,1669 University Avenue,2028780090,
,1011878,36005021501,University Heights/Fordham,3707,City Council District 14,14,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,1,2484900,ANDREWS/KELLY HOUSING DEV. FUND CORPORAT ION,82,1927,1,1710 Andrews Avenue South,2028780170,
,1011879,36005020501,University Heights/Fordham,3707,City Council District 16,16,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,,907650,"SEDGWICK HOUSING DEVELOPMENT FUND COMPAN Y, INC.,",15,2011,1,1523 Undercliff Avenue,2028800058,
,1011880,36005020502,University Heights/Fordham,3707,City Council District 16,16,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,1,711000,CEDAR TREMONT LIMITED PARTNERSHIP,18,1908,1,264 West Tremont Avenue,2028810015,
,1011881,36005024700,University Heights/Fordham,3707,City Council District 16,16,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,1,1,3977550,1854 CEDAR AVENUE HDFC,106,2010,7,1854 Cedar Avenue,2028810040,
,1011882,36005005300,University Heights/Fordham,3707,City Council District 16,16,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,1,1,53449200,"RIVER PARK BRONX APARTMENTS, INC.",1654,1973,6,16 Richman Plaza,2028820229,
,1011883,36005017702,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,3223350,CLAREMONT PARK HOUSING DEVELOPMENT FUND  CORP.,,2005,1,1455 Webster Avenue,2028870100,
,1011884,36005023100,University Heights/Fordham,3707,City Council District 15,15,BX 05 - Fordham/University Heights,205,Bronx,2,New York City,1,,1,1045350,"OLR ECW HOUSING DEVELOPMENT FUND COMPANY , INC.",43,1927,1,1744 Clay Avenue,2028910006,
,1011885,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,618750,FITZPATRICK HOUSE III LLC,46,2005,1,425 Claremont Parkway,2028970127,
,1011886,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,1405800,FITZPATRICK HOUSINGDEVELOPMENT FUND CORP ORATION,18,1904,1,415 Claremont Parkway,2028970132,
,1011887,36005016900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,875700,"CPE HOUSING DEVELOPMENT FUND COMPANY, IN C.",46,2001,1,445 East 171 Street,2029030003,
,1011888,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,194850,CROTONA PARK HOUSING L.P.,8,1931,1,1575 Bathgate Avenue,2029130042,
,1011889,36005039500,Morrisania/Belmont,3705,City Council District 15,15,BX 06 - Belmont/East Tremont,206,Bronx,2,New York City,1,,1,2912400,AUDUBON HOUSING DEVELOPMENT FUND CORP.,118,2004,1,1852 Washington Avenue,2029170017,
,1011890,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,197100,CROTONA PARK HOUSING L.P.,12,1931,1,1570 Bathgate Avenue,2029190001,
,1011891,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,2758950,SCHAFER MEWS HOUSING DEVELOPMENT FUND CO RPORATION,104,2011,1,3859 3 Avenue,2029190043,
,1011892,36005039500,Morrisania/Belmont,3705,City Council District 15,15,BX 06 - Belmont/East Tremont,206,Bronx,2,New York City,1,,1,134271,AMBER HOUSING DEVELOPMENT FUND CORPORATI ON,68,2008,1,507 East 176 Street,2029240042,
,1011893,36005014701,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,1574550,"THE DOE FUND, INC",98,2008,1,550 East 170 Street,2029250042,
,1011894,36005014701,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,318600,CROTONA PARK HOUSING L.P.,18,1911,1,557 East 169 Street,2029250088,
,1011895,36005014702,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,558450,3716 THIRD AVE LLC.,40,1910,1,530 St Pauls Place,2029260008,
,1011896,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,446400,CROTONA PARK HOUSING L.P.,18,1931,1,3850 3 Avenue,2029290001,
,1011897,36005016700,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,6964200,UNAVAILABLE OWNER,280,2008,1,3960 3 Avenue,2029297501,
,1011898,36005014900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,1000350,1363 FRANKLIN AVENUE LP,67,2003,1,1363 Franklin Avenue,2029310073,
,1011899,36047009200,Sunset Park,4012,City Council District 38,38,BK 12 - Borough Park,312,Brooklyn,3,New York City,1,,,607500,UNAVAILABLE OWNER,20,1920,1,832 42 Street,3009250019,
,1011900,36005014900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,,2215800,LESC FRANKLIN HOUSING DEVELOPMENT FUND C ORPORATION,99,2013,1,1341 Franklin Avenue,2029310082,
,1011901,36005014900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,253800,FULTON JEFFERSON HOUSING DEVELOPMENT FUN D CORP.,11,1904,1,641 East 169 Street,2029330063,
,1011902,36005014900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,,197550,MORRISANIA HOUSING DEVELOPMENT FUND CORP ORATION,13,1904,1,635 East 169 Street,2029330067,
,1011903,36005015100,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,2086650,1344 CLINTON AVE. HOUSING DEVELOPMENT,80,2013,1,1346 Clinton Avenue,2029340019,
,1011904,36005015100,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,194850,"1357 BOSTON ASSOCIATION, L.P.",20,1906,1,1361 Boston Road,2029340045,
,1011905,36005015100,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,179550,"NEW HAVEN BEULAH ASSOCIATES, L.P.",20,1910,1,1439 Prospect Avenue,2029370058,
,1011906,36005015500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,4238550,M.B.D. WALLACE MOBLEY HOUSING DEVELOPMEN T,52,1993,1,1714 Crotona Park East,2029400019,
,1011907,36005036902,Morrisania/Belmont,3705,City Council District 17,17,BX 06 - Belmont/East Tremont,206,Bronx,2,New York City,1,,1,736650,CROTONA PARK NORTH II APTS HOUSING DEV F UND CO INC,38,1931,1,756 East 175 Street,2029480040,
,1011908,36005036700,Morrisania/Belmont,3705,City Council District 17,17,BX 06 - Belmont/East Tremont,206,Bronx,2,New York City,1,,1,1391400,PCMH CROTONA HOUSING DEV FUND CORPORATIO N,50,2014,1,867 Crotona Park North,2029570008,
,1011909,36005015100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,1304550,JHB II HOUSING DEVELOPMENT FUND CORPORAT ION,45,1994,2,1316 Boston Road,2029610025,
,1011910,36005015100,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,492300,BOSTON POST ROAD HOUSING DEV. FUND CORPO RATION/NOM,20,1905,1,1368 Boston Road,2029620006,
,1011911,36005015100,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,336600,1374 BOSTON ROAD LIMITED PARTNERSHIP,14,1905,1,1374 Boston Road,2029620009,
,1011912,36005015300,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,621000,MORRISANIA HOUSING DEVELOPMENT FUND CORP ORATION,8,1904,1,797 East 170 Street,2029630047,
,1011913,36005015300,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,1647450,HP 360 PRESERVATION HOUSING DEVELOPMENT  FUND,80,2001,1,1402 Bristow Street,2029640029,
,1011914,36005015300,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,2491650,SENIOR LIVING OPTIONS INC,95,2005,2,1490 Boston Road,2029650051,
,1011915,36005012500,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,333000,DON L.W. HOUSING DEVELOPMENT FUND CORPOR ATION,8,1931,1,1346 Lyman Place,2029700043,
,1011916,36005015300,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,710550,"NEW HAVEN BEULAH ASSOCIATES, L.P.",10,1904,1,1386 Prospect Avenue,2029710016,
,1011917,36005012500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,1,727200,VIP FREEMAN HOUSING,36,2004,1,870 Freeman Street,2029730061,
,1011918,36005012500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,759600,FREEMAN SIMPSON HOUSING DVLPMNT FUND COR P.,67,2003,1,1238 Simpson Street,2029750013,
,1011919,36005012500,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,3415950,1211 SOUTHERN BLVD LLC,123,2006,1,1211 Southern Boulevard,2029750037,
,1011920,36005012300,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,1,1,3992850,URBAN HORIZONS II HOUSING DEVELOPMENT FU ND,128,2006,1,1330 Intervale Avenue,2029760007,
