the_geom,cartodb_id,fc_subsidy_id,end_date,start_date,obs_id,sub_subsidy_id,subsidy_id,agency_id,reac_date,reac_score,tenure,preservation,subsidized_units,project_name,sub_subsidy_name,subsidy_name,agency_name,program
,659711,6000000004530,,20090918,,,,,,,,,,INTERVALE AND LOUIS NINE AVENUES,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659712,6000000004531,,20130628,,,,,,,,,,854 Intervale Ave,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659713,6000000004532,,20031101,,,,,,,,,,866 BECK STREET,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659714,6000000004533,,20050628,,,,,,,,,,952 INTERVALE AVENUE,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659715,6000000004534,,20040601,,,,,,,,,,INTERVAL/LONGWO,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659716,6000000004535,,20150629,,,,,,,,,,911 Longwood/ 993 Intervale,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659717,6000000004536,,20130626,,,,,,,,,,NewSet II HDFC,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659718,6000000004537,,20100625,,,,,,,,,,"581 Timpson Place, Bronx",Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659719,6000000004538,,20130619,,,,,,,,,,500 Trinity Avenue,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659720,6000000004539,,20090630,,,,,,,,,,485 JACKSON STREET,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659721,6000000004540,,20160630,,,,,,,,,,TBX901-RSE,TPT,City and State Programs,NYC Department of Housing Preservation and Development,true
,659722,6000000004541,,20190619,,,,,,,,,,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659723,6000000004542,,20160818,,,,,,,,,,775 Jennings St HDFC,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659724,6000000004543,,20190612,,,,,,,,,,1425 MACOMBS ROAD.HPO.FY19,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659725,6000000004544,,20160628,,,,,,,,,,JEROME COURT,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659726,6000000004545,,20190830,,,,,,,,,,LANGSAM 11 - 2816 JEROME AVENUE.HPO.FY19,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659727,6000000004546,,20040623,,,,,,,,,,3299 JEROME AVE,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659728,6000000004547,,20070228,,,,,,,,,,20-40 MOSHOLU PARKWAY,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659729,6000000004548,,20171220,,,,,,,,,,TRACEY TOWERS.HRP.FY18,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659730,6000000004549,,20090630,,,,,,,,,,941 Jerome Ave Tenants HDFC,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659731,6000000004550,,20170628,,,,,,,,,,JEROME AVENUE TENANTS HDFC,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659732,6000000004552,,20111228,,,,,,,,,,KELLY STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659733,6000000004553,,20180119,,,,,,,,,,BANANA KELLY HDFC.GHPP.FY18,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659734,6000000004554,,20120822,,,,,,,,,,JERICHO KINGSBRIDGE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659735,6000000004555,,20110701,,,,,,,,,,"2865 Kingsbridge Arms, Inc.",Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659736,6000000004556,,20041229,,,,,,,,,,Kingsbridge Arms,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659737,6000000004557,,20170628,,,,,,,,,,KINGSBRIDGEARMSINC.HRP.FY17,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659738,6000000004558,,20160809,,,,,,,,,,Soundview Family,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659739,6000000004559,,20151014,,,,,,,,,,Longfellow Avenue,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659740,6000000004560,,20040819,,,,,,,,,,Stevenson Commons,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659741,6000000004561,,20170629,,,,,,,,,,STEVENSON COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659742,6000000004562,,20190506,,,,,,,,,,HP PARK LANE PRESERVATION HDFC.HPO.FY19,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659743,6000000004563,,20190617,,,,,,,,,,1025-1027 LEGGETT AVE HDFC.PLP.FY19,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659744,6000000004564,,20050618,,,,,,,,,,906 E. 141ST STREET,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659745,6000000004565,,20040325,,,,,,,,,,1137 LONGFELLOW,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659746,6000000004566,,20050908,,,,,,,,,,1137 LONGFELLOW AVENUE,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659747,6000000004567,,20180730,,,,,,,,,,1417 LONGFELLOW AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659748,6000000004568,,20161122,,,,,,,,,,LONGFELLOW AVENUE HDFC,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659749,6000000004569,,20040301,,,,,,,,,,850 LONGWOOD,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659750,6000000004570,,20091228,,,,,,,,,,850 LONGWOOD A3,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659751,6000000004571,,20171031,,,,,,,,,,BILIG REALTY HDFC.HPO.FY18,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659752,6000000004572,,20180627,,,,,,,,,,JERICHO RESIDENCE V HDFC.YR15.FY18,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659753,6000000004573,,20090616,,,,,,,,,,1359 & 1366 Lyman Place/Lyman Place,Article 8A/HRP,City and State Programs,NYC Department of Housing Preservation and Development,true
,659754,6000000004574,,20050602,,,,,,,,,,TBX404,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659755,6000000004575,,20190819,,,,,,,,,,LANGSAM 9 - 1630 MACOMBS ROAD.HPO.FY20,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659756,6000000004576,,20041201,,,,,,,,,,1647 MACOMBS AVENUE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659757,6000000004577,,20061101,,,,,,,,,,MONTMAC (UNIMAC II),LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,659758,6000000004578,,20101124,,,,,,,,,,OCELOT MM,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659759,6000000004786,,20150625,,,,,,,,,,PACC ABCCD RESYNDICATION,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659760,6000000004787,,20100611,,,,,,,,,,PDQB,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659761,6000000004789,,20151007,,,,,,,,,,BEC Phase 1,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659762,6000000004790,,20110926,,,,,,,,,,ST. MARKS I,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659763,6000000004791,,20160323,,,,,,,,,,Monsignor Alexius Jarka Hall,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659764,6000000004793,,20111229,,,,,,,,,,DCA,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659765,6000000004760,,20190621,,,,,,,,,,MHANY DUMONT HDFC.PLP.FY19,Participation Loan Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659766,6000000004795,,20031201,,,,,,,,,,789 BELMONT AVE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659767,6000000004797,,20120628,,,,,,,,,,Vanmew Houses,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659768,6000000004798,,20170619,,,,,,,,,,Concern Bergen (20126043),Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659769,6000000004800,,20060623,,,,,,,,,,TBK402,TPT,City and State Programs,NYC Department of Housing Preservation and Development,true
,659770,6000000004802,,20190320,,,,,,,,,,916 BERGEN APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659771,6000000004805,,20180525,,,,,,,,,,STARRETT CITY,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659772,6000000004806,,20060728,,,,,,,,,,LIVONIA,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659773,7000000008119,20580101,20140101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,659774,5000000003176,,,,,,,,,Coop,,,Electchester 5th Houses,Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659775,5000000003177,,,,,,,,,Coop,,,Harry Silver Apartments,Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659776,5000000003178,,,,,,,,,Rental,,,Knickerbocker Village,Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659777,5000000003179,,,,,,,,,Rental,,,Scheuer House,Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659778,5000000003180,,,,,,,,,Rental,,,"Twin Parks N.W. 4,5 & 11 (Bronx Park Phase III)",Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659779,5000000003181,,,,,,,,,Rental,,,Twin Parks S.E. 3 & 4 (Bronx Park Phase I),Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659780,5000000003182,20100101,,,,,,,,Rental,New Construction,,Twin Parks N.E. 6 & 8,Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659781,5000000003183,20160101,19640101,,,,,,,Rental,New Construction,,Kissena I (Fellowship Fd),Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659782,5000000003184,,,,,,,,,Rental,,,Kissena II (45th Ave Hsg),Mitchell-Lama,Financing,NYS Division of Housing and Community Renewal,false
,659783,6000000003185,,20170509,,,,,,,,,,Greenpoint Landing E3,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659784,6000000003186,,20180918,,,,,,,,,,125 Metropolitan Avenue,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659785,6000000003187,,20150903,,,,,,,,,,Crossroads Plaza- Rental Mixed,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659786,6000000003188,,20060428,,,,,,,,,,QUINCY SENIOR R,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659787,6000000003189,,20100728,,,,,,,,,,65-60 Austin Street,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659788,6000000003190,,20070629,,,,,,,,,,Restore Housing,LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,659789,6000000003191,,20051222,,,,,,,,,,JESUP HEIGHTS A,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659790,6000000003192,,20060615,,,,,,,,,,REVEREND POLITE AVENUE APARTMENTS,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,659791,6000000003194,,20060410,,,,,,,,,,951 HOE AVENUE,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,659792,6000000003196,,20060316,,,,,,,,,,EAST 156TH STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659793,6000000003197,,20080429,,,,,,,,,,GRANVILLE PAYNE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659794,6000000003198,,20080711,,,,,,,,,,JESUP HEIGHTS 2,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659795,6000000003199,,20070918,,,,,,,,,,Claremont Park Apartments,LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,659796,6000000003200,,20100416,,,,,,,,,,BORICUA VILLAGE A2,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659797,6000000003201,,20100629,,,,,,,,,,JOHN HILL,LIHTC Year 15,City and State Programs,NYC Department of Housing Preservation and Development,true
,659798,6000000003202,,20111216,,,,,,,,,,COUNCIL TOWERS VI,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659799,6000000003203,,20161223,,,,,,,,,,Brook Avenue Apartments,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659800,6000000003204,,20110323,,,,,,,,,,COLUMBIA HICKS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659801,6000000003205,,20141223,,,,,,,,,,West 116/117,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659802,6000000003206,,20170509,,,,,,,,,,Greenpoint Landing E3,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659803,6000000003207,,20160615,,,,,,,,,,ARVERNE BY THE SEA - PHASE 4,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659804,6000000003208,,20040311,,,,,,,,,,800 AVE OF AMER,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659805,6000000003209,,20130520,,,,,,,,,,301 West 46th Street (EA),Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659806,6000000003210,,20190508,,,,,,,,,,316 EAST 91ST STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659807,6000000003211,,20160713,,,,,,,,,,505 WEST 51ST STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659808,6000000003212,,20070622,,,,,,,,,,ROOSEVELT ISLAND RELATED,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659809,6000000003213,,20081212,,,,,,,,,,CALADONIA,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659810,6000000003214,,20111205,,,,,,,,,,440 WEST 42ND STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659811,6000000003215,,20150305,,,,,,,,,,RIVER PLACE II,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659812,6000000003216,,20110629,,,,,,,,,,350 WEST 37TH STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659813,6000000003217,,20100812,,,,,,,,,,TAPESTRY / EAST 124TH STREET AKA: KINGSGATE HOUSE,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659814,6000000003218,,20181217,,,,,,,,,,19 India Street (145 West Street),Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659815,6000000003219,,20160505,,,,,,,,,,110 Madison,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659816,6000000003220,,20150724,,,,,,,,,,Frost Street Apartments,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659817,6000000003221,,20170201,,,,,,,,,,149 Kent Avenue,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659818,6000000003222,,20190314,,,,,,,,,,East 138 Street,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659819,6000000003223,,20180307,,,,,,,,,,33 Bond Street,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659820,6000000003224,,20180123,,,,,,,,,,1007 ATLANTIC AVENUE,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659821,6000000003225,,20180411,,,,,,,,,,86 Fleet Place,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659822,6000000003226,,20180530,,,,,,,,,,Manhattan West (371 Ninth Avenue),Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659823,6000000003227,,20190128,,,,,,,,,,695 GRAND STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659824,6000000003373,,20100401,,,,,,,,,,GATES AVENUE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659825,6000000003374,,20080811,,,,,,,,,,483 WASHINGTON AVENUE,TPT,City and State Programs,NYC Department of Housing Preservation and Development,true
,659826,6000000003375,,20090706,,,,,,,,,,HABITAT FOR HUMANITY ATLANTIC AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659827,6000000003376,,20090727,,,,,,,,,,HABITAT FOR HUMANITY ATLANTIC AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659828,6000000003377,,20090828,,,,,,,,,,3035 WHITE PLAINS ROAD,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,659829,6000000003382,,20071214,,,,,,,,,,500 WEST 42ND STREET HDFC,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659830,6000000003383,,20100806,,,,,,,,,,BORICUA VILLAGE PHASE II BUILDING E,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659831,6000000003384,,20080402,,,,,,,,,,HABITAT HALSEY STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659832,6000000003385,,20080403,,,,,,,,,,HABITAT HALSEY STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659833,6000000003386,,20100721,,,,,,,,,,1334 LOUIS NINE BOULEVARD,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,659834,6000000003387,,20110531,,,,,,,,,,PROSPECT/MACY,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659835,6000000003388,,20100520,,,,,,,,,,NEW HOPE MORRIS PROJECT,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659836,6000000003389,,20101223,,,,,,,,,,COURTLANDT CORNERS 1,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659837,6000000003390,,20111118,,,,,,,,,,DECATUR II,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,659838,6000000003391,,20100812,,,,,,,,,,TAPESTRY / EAST 124TH STREET AKA: KINGSGATE HOUSE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659839,6000000003392,,20100701,,,,,,,,,,SERVIAM TOWERS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659840,6000000003393,,20180112,,,,,,,,,,Crotona Terrace II,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659841,6000000003394,,20161028,,,,,,,,,,Crotona Terrace I aka 1825 Boston Road,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659842,6000000003395,,20170317,,,,,,,,,,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659843,6000000003396,,20190227,,,,,,,,,,ELTON CROSSING (AKA MELROSE COMMONS NORTH SITE C),Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659844,6000000003397,,20110627,,,,,,,,,,QUEENSBORO,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659845,6000000003398,,20091006,,,,,,,,,,RED HOOK HOMES,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659846,6000000003399,,20160816,,,,,,,,,,East Harlem South E,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659847,6000000003400,,20150831,,,,,,,,,,Gateway Elton - Phase 2,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659848,6000000003401,,20180608,,,,,,,,,,DEAN STREET RESIDENCES CONDOMINIUM,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659849,6000000003402,,20180618,,,,,,,,,,DEAN STREET RESIDENCES CONDOMINIUM,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659850,6000000003403,,20170120,,,,,,,,,,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659851,6000000003404,,20160622,,,,,,,,,,L&M HCCI 260 W 153RD STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659852,6000000003405,,20160422,,,,,,,,,,Livonia Commons,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659853,6000000003406,,20180618,,,,,,,,,,810 River,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659854,6000000003407,,20161116,,,,,,,,,,PS 186 AKA BGCH (BOYS AND GIRLS CLUB OF HARLEM),Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659855,6000000003408,,20190314,,,,,,,,,,East 138 Street,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659856,6000000003409,,20161228,,,,,,,,,,Brook Avenue Apartments,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659857,6000000003410,,20171108,,,,,,,,,,Williamsburg Apartments,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659858,6000000003411,,20181226,,,,,,,,,,2264 Morris Avenue,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659859,6000000003412,,20190128,,,,,,,,,,695 GRAND STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659860,6000000003413,,20180824,,,,,,,,,,Acacia Gardens,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659861,6000000003414,,20190227,,,,,,,,,,Creston-Burnside,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659862,6000000003415,,20180803,,,,,,,,,,St. Albans Cycle Of Life,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659863,6000000003416,,20190618,,,,,,,,,,Atlantic Yards B14 (Pacific Park),Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659864,6000000003417,,20170801,,,,,,,,,,Atlantic Yards B3,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659865,6000000003418,,20170510,,,,,,,,,,Compass Residences 2B,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659866,6000000003419,,20190729,,,,,,,,,,TLK Manor,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659867,6000000003420,,20180816,,,,,,,,,,3365 Third Avenue,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659868,6000000003421,,20180924,,,,,,,,,,94-02 148th Street,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659869,6000000003422,,20171025,,,,,,,,,,Essex Crossing - Site 6,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659870,6000000003423,,20190131,,,,,,,,,,2700 JEROME AVENUE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659871,6000000003424,,20190115,,,,,,,,,,Norwood Gardens,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659872,6000000003425,,20190605,,,,,,,,,,FOX STREET PRC,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659873,6000000003426,,20190405,,,,,,,,,,1552 MYRTLE AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,659874,6000000003427,,20181214,,,,,,,,,,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659875,6000000003428,,20180705,,,,,,,,,,491 Gerard Avenue,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659876,6000000003429,,20190424,,,,,,,,,,FOX STREET PRC,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659877,6000000003430,,20191113,,,,,,,,,,COMPASS 5,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659878,6000000003431,,20160420,,,,,,,,,,Selfhelp. 6469 Broadway. Van Courtlandt Green,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659879,6000000003432,,20190315,,,,,,,,,,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,659880,6000000003433,,20050314,,,,,,,,,,1034 SECOND AVE,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659881,6000000003434,,20051107,,,,,,,,,,400 THIRD AVE,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659882,6000000003435,,20170829,,,,,,,,,,225 E 39th Street (fka 222 East 40th Street),Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659883,6000000003436,,20070222,,,,,,,,,,501 WEST 51ST STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659884,6000000003437,,20180504,,,,,,,,,,166 EAST 2ND STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659885,6000000003438,,20150129,,,,,,,,,,250-254 EAST 4TH STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659886,6000000003439,,20171121,,,,,,,,,,Lower East Side - Inclusionary Zoning,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659887,6000000003440,,20180314,,,,,,,,,,Prince George Hotel,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659888,6000000003441,,20130606,,,,,,,,,,PHIPPS PLAZA NORTH,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659889,6000000003442,,20190603,,,,,,,,,,222 EAST 44TH STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659890,6000000003443,,20080707,,,,,,,,,,110 FULTON STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659891,6000000003447,,20090915,,,,,,,,,,124 GRAHAM - EASTERN LIGHT,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659892,6000000003448,,20140626,,,,,,,,,,HOOPER STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659893,6000000003449,,20121121,,,,,,,,,,19 HUMBOLDT - EASTERN LIGHT,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659894,6000000003450,,20171221,,,,,,,,,,44 MORGAN AVENUE,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659895,6000000003451,,20150527,,,,,,,,,,586A MORGAN AVENUE,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659896,6000000003452,,20190620,,,,,,,,,,NEIGHBORHOOD WOMEN HDFC,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659897,6000000003453,,20090608,,,,,,,,,,101-105 SOUTH EIGHTH STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659898,6000000003454,,20090608,,,,,,,,,,176 SOUTH 8TH STREET,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
,659899,6000000003455,,20080813,,,,,,,,,,UNION COURT,Inclusionary Housing,Zoning,NYC Department of Housing Preservation and Development,false
